date,svxy,vixy,vix,vix3m,vvix,roll_yield,vx_convexity,vx1,spx,iwm,xlp,xly,qqq,vug,vtv,pce_tv,skew
2012-03-14,19.38,371280.0,15.31,20.75,106.63,0.19363636363636366,0.8999999999999986,21.75,1394.28,68.1215,23.5283,37.8123,59.062,61.4124,41.1491,0.923,118.82
2012-03-15,19.72,376000.0,15.42,20.54,108.42,0.1903125,0.8099999999999987,21.54,1402.6,68.8351,23.5702,37.9824,59.2754,61.6742,41.4206,0.311,136.51
2012-03-16,19.935,341600.0,14.47,20.37,105.78,0.22709677419354843,1.1899999999999977,21.53,1404.17,68.8683,23.5338,37.8519,59.269,61.7789,41.4706,0.775,138.43
2012-03-19,21.2975,328800.0,15.04,19.94,106.49,0.17857142857142863,1.3500000000000014,20.1,1409.75,69.4325,23.5689,38.0396,59.6787,62.0931,41.5756,0.827,128.85
2012-03-20,22.005,369040.0,15.58,19.96,109.38,0.13407407407407404,1.3200000000000038,19.2,1405.52,68.8268,23.5596,38.1249,59.7856,61.84,41.4563,0.883,128.02
2012-03-21,23.2475,314960.0,15.13,19.25,104.65,0.11961538461538467,1.0500000000000007,18.3,1402.89,68.8932,23.5829,38.1248,59.8301,61.8226,41.3706,0.841,124.6
2012-03-22,23.0675,291120.0,15.57,19.55,102.53,0.11159999999999996,1.4100000000000037,18.5,1392.78,68.2045,23.5969,38.0055,59.7767,61.4386,40.992,1.07,121.17
2012-03-23,24.465,268000.0,14.82,18.64,98.6,0.09083333333333332,1.0600000000000058,17.13,1397.11,68.9381,23.667,38.1164,59.6698,61.5608,41.1864,1.022,122.98
2012-03-26,26.845,294400.0,14.26,17.43,96.08,0.05761904761904766,0.7099999999999973,15.64,1416.51,70.3281,23.7976,38.705,60.7654,62.483,41.718,0.771,118.02
2012-03-27,23.96,297280.0,15.59,18.57,101.15,0.09650000000000007,0.35999999999999943,17.42,1412.52,69.6456,23.8703,38.6368,60.7387,62.343,41.5384,0.654,121.13
2012-03-28,23.77,292320.0,15.47,18.79,102.74,0.11578947368421048,0.2600000000000051,17.72,1405.54,69.2045,23.7677,38.2017,60.5605,62.0193,41.3302,1.032,121.61
2012-03-29,24.0625,284480.0,15.48,18.84,101.94,0.10222222222222221,0.6500000000000021,17.3,1403.28,69.1379,23.8283,38.3041,60.2666,61.9668,41.251,1.017,121.69
2012-03-30,24.695,286080.0,15.5,18.61,100.28,0.08235294117647061,0.3999999999999986,17.0,1408.47,68.9465,23.9264,38.4747,60.231,62.0805,41.445,0.855,124.97
2012-04-02,24.65,292000.0,15.64,18.46,100.38,0.08928571428571441,0.23000000000000043,16.85,1419.04,69.7954,24.045,38.5093,60.7565,62.6668,41.7036,0.673,123.13
2012-04-03,24.2275,299600.0,15.66,18.81,98.37,0.12153846153846154,0.2699999999999996,17.3,1413.38,69.2211,23.9755,38.5003,60.703,62.6318,41.4737,0.851,123.84
2012-04-04,23.395,306320.0,16.44,19.45,99.73,0.11916666666666664,0.40000000000000213,17.85,1398.96,67.9977,23.8984,38.0737,59.9014,62.168,41.0821,0.514,121.0
2012-04-05,23.025,324000.0,16.7,19.82,99.47,0.1418181818181817,0.519999999999996,18.25,1398.08,67.8478,23.8703,38.3979,60.3289,62.0718,40.9132,0.894,120.61
2012-04-09,21.55,341520.0,18.81,21.21,104.59,0.07514285714285711,0.019999999999999574,21.3,1382.2,66.6327,23.639,38.0482,59.7411,61.433,40.4318,1.02,119.05
2012-04-10,20.4375,341440.0,20.39,22.62,109.13,0.06735294117647056,0.2100000000000044,22.79,1358.59,65.5175,23.4427,37.3316,59.1086,60.4093,39.7061,0.968,119.27
2012-04-11,20.3825,307200.0,20.02,22.47,111.19,0.07181818181818185,0.25,22.35,1368.71,66.1666,23.5198,37.468,59.2422,60.8118,40.0366,1.048,118.43
2012-04-12,22.425,328240.0,17.2,20.25,104.27,0.08281249999999996,0.4400000000000013,20.25,1387.57,67.232,23.5589,38.1079,59.8658,61.6955,40.6258,0.851,119.87
2012-04-13,20.475,325360.0,19.55,21.99,110.76,0.07129032258064519,0.6299999999999955,21.6,1370.26,66.0834,23.611,37.8794,58.9216,61.0218,40.0869,0.915,118.19
2012-04-16,20.9675,305600.0,19.55,22.04,110.97,0.05928571428571429,0.41999999999999815,21.35,1369.57,66.2582,23.7161,37.834,58.2624,60.6018,40.245,1.125,116.67
2012-04-17,22.265,312960.0,18.46,20.85,107.01,0.062222222222222213,0.49999999999999645,20.1,1390.78,67.232,23.9475,38.3143,59.4382,61.6255,40.7552,0.915,121.83
2012-04-18,21.695,311920.0,18.64,21.12,106.06,0.07730769230769223,0.5,20.45,1385.14,66.5828,23.9264,38.3126,59.1354,61.4855,40.5899,0.859,119.5
2012-04-19,21.7625,301440.0,18.36,21.23,103.96,0.08679999999999993,0.600000000000005,20.49,1376.92,66.383,23.8283,38.014,58.8414,61.0655,40.4246,1.008,117.6
2012-04-20,22.36,312800.0,17.44,20.48,101.08,0.09708333333333341,0.7799999999999976,19.8,1378.53,66.7076,24.0316,37.997,58.3604,61.0218,40.5109,0.906,118.05
2012-04-23,21.615,299200.0,18.97,21.39,104.01,0.0719047619047618,0.6300000000000026,20.58,1366.94,65.8004,23.66,37.724,58.0309,60.4443,40.2378,0.966,117.19
2012-04-24,22.39,285760.0,18.1,20.51,99.84,0.08499999999999996,0.5599999999999987,19.9,1371.97,66.8658,23.7161,37.5534,58.4673,60.3918,40.5612,0.918,118.36
2012-04-25,23.7075,288000.0,16.82,19.46,93.28,0.09473684210526301,0.620000000000001,18.65,1390.69,67.5066,23.8283,38.0823,59.2155,61.5555,40.8917,0.766,122.53
2012-04-26,24.1375,275440.0,16.24,18.55,89.65,0.09333333333333332,0.6500000000000021,17.94,1399.98,67.6731,24.0456,38.7221,59.4293,61.8618,41.2078,0.848,121.03
2012-04-27,24.435,280880.0,16.32,18.74,88.62,0.10470588235294125,0.46999999999999886,18.1,1403.36,68.6052,24.0351,39.0804,59.8836,62.1943,41.1647,0.838,120.08
2012-04-30,23.875,274400.0,17.15,19.32,89.32,0.09642857142857153,0.4499999999999993,18.53,1397.91,67.9311,24.0526,38.9098,59.5273,61.8618,41.0282,0.863,119.83
2012-05-01,24.61,275040.0,16.6,19.13,87.06,0.09923076923076944,0.4099999999999966,17.87,1405.82,67.723,24.0246,39.0292,59.5273,62.0543,41.4018,0.766,120.18
2012-05-02,24.37,281360.0,16.88,19.01,86.29,0.09500000000000004,0.42999999999999616,18.05,1402.31,67.9061,24.0456,39.2766,59.7143,62.168,41.1935,0.64,119.94
2012-05-04,22.785,289120.0,19.16,20.72,91.31,0.07600000000000015,0.1599999999999966,19.73,1369.1,65.4842,23.8774,38.3126,57.3895,60.4093,40.3312,0.997,115.83
2012-05-07,23.105,292000.0,18.94,20.45,90.91,0.045238095238095286,0.6000000000000014,20.87,1369.58,66.1666,23.9264,38.27,57.7993,60.4268,40.4031,1.043,116.68
2012-05-08,22.91,304000.0,19.05,20.81,91.33,0.05097560975609756,0.6600000000000037,21.08,1363.72,65.7671,23.9054,37.7069,57.4252,60.1643,40.245,0.684,117.23
2012-05-09,21.925,301440.0,20.08,21.53,102.07,0.04125000000000005,0.6499999999999986,21.85,1354.58,65.4009,23.7231,37.6899,57.0689,59.8318,39.936,0.959,115.05
2012-05-10,22.9225,299280.0,18.83,20.87,98.65,0.04897435897435898,0.6999999999999957,21.01,1357.99,65.4009,23.9054,37.7922,56.9887,59.8143,40.1516,0.837,115.11
2012-05-11,22.225,318640.0,19.89,21.55,100.12,0.03999999999999999,0.6400000000000006,21.4,1353.39,65.6506,23.8493,37.946,57.1401,60.1205,40.0079,1.123,114.7
2012-05-14,20.9975,328000.0,21.87,22.97,105.85,0.02742857142857145,0.3999999999999986,22.75,1338.35,64.7101,23.653,37.0074,56.6948,58.9831,39.5265,0.901,119.18
2012-05-15,20.1875,336960.0,21.97,23.92,109.61,0.051470588235294115,0.3400000000000034,23.7,1330.66,64.7518,23.7582,37.4283,56.5344,58.8256,39.2965,1.134,120.04
2012-05-16,19.2559,361520.0,22.27,24.92,109.22,0.06939393939393948,0.13000000000000256,24.6,1324.8,64.2357,23.7792,37.0927,56.1069,58.5281,39.1241,1.238,118.47
2012-05-17,18.1775,387200.0,24.49,26.41,112.84,0.1009374999999999,0.18000000000000327,25.99,1304.86,62.7792,23.7925,36.0775,54.9846,57.4606,38.6283,1.429,119.54
2012-05-18,16.875,339360.0,25.1,27.66,117.44,0.08774193548387105,-0.28999999999999915,27.8,1295.22,62.1134,23.6171,35.8045,54.1206,56.9443,38.2834,1.274,119.28
2012-05-21,19.0,349920.0,22.01,24.71,108.5,0.07821428571428576,0.6499999999999986,24.25,1315.99,63.5449,23.5899,36.4785,55.7417,58.3356,38.7145,0.829,119.56
2012-05-22,18.375,346400.0,22.48,25.23,110.48,0.10259259259259258,0.7500000000000036,25.2,1316.63,62.9873,23.632,36.7106,55.4477,58.4056,38.8295,0.973,119.31
2012-05-23,18.5,343440.0,22.33,25.11,107.48,0.09461538461538452,0.8300000000000054,24.83,1318.86,63.1954,23.5549,36.8709,55.4121,58.5718,38.7145,1.001,119.52
2012-05-24,18.5625,342800.0,21.54,24.78,104.52,0.1211999999999999,0.980000000000004,24.7,1320.68,63.9444,23.8143,36.9818,55.5012,58.5806,38.9301,1.045,120.64
2012-05-25,18.6076,323280.0,21.76,24.93,103.1,0.11750000000000001,0.9599999999999973,24.73,1317.82,63.6947,23.7371,36.9221,55.2607,58.3093,38.8008,0.983,120.38
2012-05-29,19.7,353920.0,21.03,23.89,100.98,0.10099999999999998,0.8500000000000014,23.2,1332.42,64.552,23.9475,37.4083,55.9287,59.0268,39.3037,0.93,122.39
2012-05-30,17.8125,360240.0,24.14,26.19,109.73,0.08789473684210536,1.0599999999999987,25.35,1313.32,63.3369,23.6811,36.6832,55.3854,58.3356,38.6427,1.162,118.54
2012-05-31,17.025,383760.0,24.06,26.22,108.75,0.09555555555555549,1.0700000000000038,25.65,1310.33,63.0872,23.7582,36.7685,55.1894,57.8981,38.6211,1.028,119.32
2012-06-01,16.6225,375120.0,26.66,28.47,111.41,0.06823529411764706,1.3400000000000034,27.84,1278.04,61.381,23.2515,35.6083,53.8266,56.3231,37.5793,1.194,116.35
2012-06-04,16.7375,358720.0,26.12,28.12,107.04,0.05214285714285717,1.25,26.95,1278.18,61.1396,23.3235,35.7277,54.1829,56.4543,37.5649,1.024,116.66
2012-06-05,17.4225,334800.0,24.68,26.87,102.78,0.07384615384615391,1.0799999999999983,25.8,1285.5,62.3132,23.2674,36.0007,54.6105,56.8481,37.8954,0.892,117.07
2012-06-06,18.5,327120.0,22.16,24.71,97.71,0.10916666666666656,1.2999999999999972,23.4,1315.13,63.8779,23.611,36.7003,55.8842,58.1431,38.7936,0.983,119.66
2012-06-07,18.8275,316720.0,21.72,24.47,98.36,0.13181818181818175,1.0000000000000036,23.25,1314.99,63.4367,23.6951,36.7088,55.5546,58.0206,38.8367,1.069,120.01
2012-06-08,19.94,343440.0,21.23,23.64,96.6,0.025,1.0500000000000007,21.75,1325.66,64.1692,23.9054,37.1524,56.1158,58.4756,39.1241,0.933,122.09
2012-06-11,17.78,336000.0,23.56,25.5,105.51,0.0817142857142857,-0.14000000000000057,26.05,1308.93,62.4796,23.8626,36.6398,55.1093,57.6618,38.8223,1.075,119.28
2012-06-12,18.2525,350400.0,22.09,24.94,103.22,0.09000000000000007,-0.25000000000000355,25.35,1324.18,63.5533,23.8562,36.6578,55.7595,58.3093,39.1528,0.827,121.82
2012-06-13,17.4125,329280.0,24.27,26.5,110.6,0.08212121212121215,-0.18999999999999773,26.95,1314.88,62.8375,23.9453,36.3846,55.3943,57.7493,38.9588,1.181,120.37
2012-06-14,18.5,314400.0,21.68,25.0,107.78,0.1015625,0.05000000000000071,25.15,1329.1,63.5283,24.1834,36.8709,55.6348,58.2393,39.4403,0.583,115.05
2012-06-15,19.2525,284880.0,21.11,23.67,108.23,0.09548387096774197,0.08000000000000185,24.23,1342.84,64.4105,24.2461,37.0096,56.4234,58.8431,39.6774,0.924,126.08
2012-06-18,21.0,283280.0,18.32,22.13,99.3,0.1292857142857143,0.26000000000000156,21.89,1344.78,64.4355,24.2955,37.4377,56.8877,59.2368,39.7708,0.882,121.2
2012-06-19,21.21,269200.0,18.38,21.92,98.13,0.12888888888888891,0.26000000000000156,21.85,1357.98,65.4093,24.2743,37.7715,57.334,59.7968,40.1229,0.899,123.09
2012-06-20,22.5575,300000.0,17.24,20.84,96.41,0.13692307692307687,0.29999999999999716,20.65,1355.69,65.3344,24.1402,37.7373,57.3787,59.6218,40.0869,0.981,122.06
2012-06-21,19.8,273200.0,20.08,23.16,105.47,0.12359999999999999,0.0800000000000054,23.15,1325.51,63.9278,23.8367,36.9612,56.0485,58.2743,39.3037,1.145,118.4
2012-06-22,21.0875,293040.0,18.11,21.51,104.13,0.11208333333333338,0.4700000000000024,20.75,1335.02,64.3772,24.0132,37.0884,56.4502,58.6068,39.5552,1.101,116.37
2012-06-25,20.1425,282800.0,20.38,23.03,104.46,0.11904761904761904,0.19000000000000128,22.7,1313.72,63.4867,23.7873,36.5131,55.5396,57.6754,38.8737,1.086,116.29
2012-06-26,20.6975,283760.0,19.72,22.47,100.66,0.10549999999999997,0.3500000000000014,22.0,1319.99,63.752,23.9355,36.9582,55.8431,57.9826,39.0691,0.771,114.69
2012-06-27,20.7725,280800.0,19.45,22.36,98.11,0.12631578947368413,0.5,22.02,1331.85,64.7557,23.9991,36.9069,56.0842,58.3513,39.5322,0.94,115.85
2012-06-28,20.95,256640.0,19.71,22.25,97.21,0.09555555555555549,0.45000000000000284,21.45,1329.04,64.304,24.112,36.4189,55.3253,58.0353,39.5105,0.994,116.9
2012-06-29,22.6275,239360.0,17.07,20.32,89.59,0.15999999999999992,0.6999999999999993,19.7,1362.16,66.6795,24.5361,37.4548,57.2894,59.6854,40.4802,0.907,119.09
2012-07-02,24.1425,233520.0,16.8,19.79,85.61,0.10142857142857155,0.389999999999997,18.26,1365.51,67.3068,24.5696,37.4632,57.3608,59.7995,40.5381,0.981,118.89
2012-07-03,24.4625,246080.0,16.66,19.32,84.59,0.09538461538461526,0.6000000000000014,17.9,1374.02,68.1683,24.7967,37.5233,57.959,60.3701,40.7841,0.913,118.33
2012-07-05,23.5575,241200.0,17.5,20.11,89.43,0.11363636363636363,0.46000000000000085,18.85,1367.58,68.1432,24.7261,37.7336,57.9501,60.2911,40.3861,0.352,117.91
2012-07-06,23.9675,238880.0,17.1,20.04,90.1,0.13599999999999995,0.5500000000000007,18.5,1354.68,67.3988,24.6694,37.4719,57.2537,60.3086,40.4729,1.063,118.45
2012-07-09,23.7925,246640.0,17.98,20.37,92.85,0.05738095238095239,0.44999999999999574,20.5,1352.46,67.198,24.6696,37.2493,57.1109,59.5801,40.1039,0.995,119.62
2012-07-10,23.13,238480.0,18.72,20.87,94.91,0.05926829268292682,0.5,21.15,1341.47,66.3533,24.6484,37.1123,56.5038,58.7814,39.5467,0.84,119.34
2012-07-11,24.035,240240.0,17.95,20.25,96.25,0.059249999999999935,0.6999999999999993,20.4,1341.45,66.2613,24.6414,36.8898,56.352,59.3782,39.8723,1.092,117.3
2012-07-12,23.635,226640.0,18.32,20.69,95.22,0.05948717948717949,0.6600000000000001,20.66,1334.76,65.843,24.6696,36.65,55.7717,58.5356,39.7059,1.11,116.13
2012-07-13,25.035,224880.0,16.73,19.39,91.1,0.0660526315789474,0.7500000000000036,19.3,1356.78,66.8133,24.9378,37.3692,56.5573,59.3607,40.3499,0.942,119.13
2012-07-16,25.3225,216640.0,17.11,19.61,94.21,0.06171428571428572,0.4099999999999966,19.21,1353.64,66.4453,24.8108,37.1038,56.4234,59.1763,40.292,1.012,115.09
2012-07-17,26.2375,216240.0,16.48,18.92,93.49,0.05647058823529417,0.14999999999999858,18.55,1363.67,66.7464,24.8955,37.5198,56.7537,59.5625,40.6249,0.888,117.22
2012-07-18,26.055,213200.0,16.16,18.94,94.03,0.08212121212121204,-0.03999999999999915,18.74,1372.78,67.2064,24.9308,37.6688,57.6912,60.0629,40.8565,0.816,116.59
2012-07-19,26.675,223200.0,15.45,18.61,93.73,0.07687500000000003,3.552713678800501e-15,18.25,1376.51,66.8718,24.8884,37.9342,58.2,60.5017,40.7769,0.853,114.19
2012-07-20,25.31,244000.0,16.27,19.64,100.61,0.09741935483870966,0.16000000000000014,19.2,1362.66,66.0103,24.7256,37.4719,57.3519,59.8768,40.444,0.954,116.52
2012-07-23,23.3125,256400.0,18.62,21.18,107.32,0.07428571428571436,-0.019999999999999574,20.69,1350.52,64.7557,24.5426,36.924,56.5395,59.2202,40.1039,0.995,120.26
2012-07-24,21.7325,244800.0,20.47,22.26,111.65,0.048148148148148176,-0.010000000000001563,21.55,1338.31,63.6098,24.3732,36.5216,55.2628,58.7287,39.7059,0.971,119.13
2012-07-25,22.885,226720.0,19.34,21.88,106.53,0.06500000000000004,-0.0400000000000027,21.1,1337.89,64.2789,24.4508,36.5473,55.861,58.6409,39.771,0.945,118.58
2012-07-26,24.755,219680.0,17.53,20.23,98.59,0.07799999999999997,-0.04999999999999716,19.4,1360.02,64.739,24.8955,37.1466,56.5216,59.5977,40.3716,0.928,116.92
2012-07-27,25.32,226560.0,16.7,19.66,93.08,0.08791666666666664,0.05000000000000426,18.75,1385.97,66.5373,25.1355,38.0626,57.9411,60.8177,41.1025,0.879,114.4
2012-07-30,24.36,233360.0,18.03,20.13,94.74,0.05666666666666656,0.08999999999999986,19.22,1385.3,65.9852,25.1355,37.7715,57.8519,60.7563,41.0808,0.867,114.86
2012-07-31,23.795,228720.0,18.93,20.78,96.11,0.05600000000000005,0.14000000000000412,20.0,1379.32,65.5921,25.0649,37.2579,57.8251,60.3701,40.9144,0.446,113.99
2012-08-01,24.1325,221760.0,18.96,20.67,94.23,0.02947368421052625,0.10999999999999943,19.45,1375.32,64.5884,25.0986,37.3709,57.6822,60.1945,40.842,0.858,114.59
2012-08-02,24.9125,204800.0,17.57,20.23,89.63,0.06722222222222227,0.08999999999999986,18.85,1365.0,64.2622,24.7473,37.326,57.468,59.8961,40.4505,0.849,114.35
2012-08-03,26.745,200320.0,15.64,18.68,84.5,0.09647058823529416,0.0799999999999983,17.35,1390.99,65.7678,25.2414,38.0284,58.6643,61.0635,41.24,0.872,120.25
2012-08-06,27.48,208160.0,15.95,18.73,84.47,0.06785714285714281,0.11000000000000298,16.9,1394.23,66.1776,25.2061,38.058,58.9678,61.3004,41.3051,0.856,114.79
2012-08-07,26.3325,200800.0,15.99,18.8,86.87,0.12153846153846154,0.16999999999999815,17.55,1401.35,66.9137,25.0861,38.2766,59.4142,61.7042,41.4643,0.603,113.55
2012-08-08,27.435,197120.0,15.32,18.57,85.18,0.11666666666666654,0.05000000000000071,16.7,1402.22,66.7213,25.2181,38.2595,59.3964,61.7218,41.5729,0.654,115.36
2012-08-09,27.7525,196160.0,15.28,18.23,83.91,0.1190909090909093,0.14999999999999503,16.6,1402.8,67.0642,25.1708,38.114,59.5838,61.7393,41.6163,0.681,119.84
2012-08-10,28.03,190400.0,14.74,18.14,84.83,0.14900000000000002,0.14999999999999858,16.3,1405.87,66.9053,25.1425,38.1996,59.7624,61.8095,41.6452,0.741,117.89
2012-08-13,28.6225,198480.0,13.7,18.07,89.58,0.1251428571428571,0.370000000000001,18.13,1404.11,66.7547,25.072,38.2167,59.8338,61.8622,41.6235,0.67,121.65
2012-08-14,27.5725,198240.0,14.85,18.51,94.33,0.1217647058823529,0.10000000000000142,18.95,1403.93,66.5205,25.2414,38.3098,59.7803,61.9236,41.6235,0.666,122.05
2012-08-15,27.565,196560.0,14.63,18.86,97.95,0.1315151515151515,0.3399999999999963,19.05,1405.53,67.2566,25.2555,38.4307,60.1463,62.0641,41.6308,0.795,119.89
2012-08-16,27.9975,189680.0,14.29,18.55,95.65,0.138125,0.3400000000000034,18.75,1415.51,67.8505,25.1642,38.7391,60.6909,62.6609,41.8696,0.847,121.94
2012-08-17,28.825,190160.0,13.45,18.35,95.02,0.15258064516129027,0.3500000000000014,18.2,1418.16,68.3523,25.3402,38.9168,60.9319,62.8552,41.8696,0.762,123.79
2012-08-20,28.8025,195760.0,14.02,18.59,96.64,0.15178571428571427,0.45000000000000284,18.27,1418.13,68.2436,25.2958,38.7304,61.0658,62.8101,41.9057,0.927,125.84
2012-08-21,28.0125,197680.0,15.02,18.8,97.41,0.13740740740740745,0.399999999999995,18.8,1413.17,68.0763,25.1708,38.679,60.8248,62.5995,41.8189,0.77,129.99
2012-08-22,27.715,200800.0,15.11,19.42,99.14,0.14884615384615382,0.4399999999999977,19.0,1413.49,67.8421,25.1073,38.8074,61.0658,62.5556,41.7465,0.89,125.32
2012-08-23,27.2175,192000.0,15.96,20.09,98.4,0.1364,0.6699999999999982,19.43,1402.08,67.4155,24.8955,38.5078,60.6373,62.2308,41.4137,0.674,122.41
2012-08-24,28.2175,195520.0,15.18,19.23,94.99,0.13750000000000004,0.75,18.5,1411.13,67.5912,25.1284,38.8417,61.1016,62.617,41.6597,0.884,123.74
2012-08-27,27.865,197600.0,16.35,19.92,94.89,0.11333333333333329,0.6999999999999993,18.7,1410.44,67.7083,25.1567,38.7818,61.1105,62.6258,41.5946,0.896,121.53
2012-08-28,27.605,198800.0,16.48,19.82,94.43,0.12750000000000003,0.7100000000000009,19.0,1409.3,68.1683,25.1778,38.8478,61.1105,62.617,41.5946,0.813,120.28
2012-08-29,27.27,204800.0,17.05,20.46,94.71,0.11684210526315783,0.6500000000000021,19.22,1410.49,68.1516,25.1214,39.0043,61.0212,62.6434,41.6163,0.974,120.55
2012-08-30,26.68,196480.0,17.82,20.92,96.33,0.1072222222222222,0.6400000000000006,19.61,1399.48,67.4239,24.9873,38.8686,60.4231,62.1431,41.3702,0.989,119.0
2012-08-31,27.67,193920.0,17.47,20.62,93.3,0.09352941176470587,0.5600000000000023,19.07,1406.58,67.8839,25.0296,38.893,60.8427,62.4942,41.5656,0.811,120.78
2012-09-04,28.0,188960.0,17.98,20.68,93.71,0.04923076923076927,0.29999999999999716,18.8,1404.94,68.6785,25.1897,38.9016,60.8069,62.4327,41.4788,0.804,119.59
2012-09-05,28.6175,169680.0,17.73,19.98,90.15,0.034999999999999844,0.3900000000000041,18.2,1403.44,68.7789,25.1143,38.9615,60.7534,62.2747,41.515,0.569,120.49
2012-09-06,31.615,160000.0,15.6,18.62,83.65,0.040909090909090846,0.360000000000003,16.15,1432.12,70.0335,25.4319,39.8005,62.03,63.6176,42.3544,0.8,119.31
2012-09-07,33.485,169200.0,14.38,17.59,82.24,0.06699999999999999,0.3000000000000007,15.1,1437.92,70.4768,25.2414,40.0916,61.9676,63.8634,42.6004,0.697,120.7
2012-09-10,31.075,167120.0,16.28,18.3,92.77,0.06857142857142853,0.6000000000000014,18.45,1429.08,70.0837,25.2131,39.9118,61.1373,63.3807,42.3978,0.885,122.37
2012-09-11,31.4575,161840.0,16.41,18.29,92.39,0.0561764705882353,0.350000000000005,18.27,1433.56,70.3179,25.1002,39.9717,60.9944,63.486,42.5642,0.619,122.82
2012-09-12,32.6525,152960.0,15.8,17.6,93.94,0.050909090909090904,0.19000000000000128,17.57,1436.56,70.8365,25.0437,40.2628,61.3605,63.7405,42.6583,0.587,123.38
2012-09-13,34.5925,158080.0,14.05,16.45,87.81,0.07187500000000002,0.1999999999999993,16.35,1459.99,71.6813,25.4249,40.6823,62.1729,64.6534,43.5484,0.747,115.69
2012-09-14,33.2425,155520.0,14.51,16.89,93.04,0.07483870967741942,0.04999999999999716,16.85,1465.77,72.2835,25.2555,40.9049,62.6104,65.0747,43.4688,0.611,117.26
2012-09-17,33.65,151600.0,14.59,17.13,92.95,0.07714285714285715,0.14999999999999858,16.75,1461.19,71.9071,25.3472,40.6738,62.6371,64.943,43.2228,0.781,122.69
2012-09-18,34.8275,149920.0,14.18,16.63,90.13,0.07814814814814819,0.0799999999999983,16.35,1459.32,71.8067,25.4884,40.5413,62.7532,64.8991,43.1506,0.609,127.38
2012-09-19,35.23,150400.0,13.88,16.48,88.61,0.09,0.08000000000000185,16.2,1461.05,71.4972,25.5323,40.8193,62.8246,64.9957,43.201,0.709,122.44
2012-09-20,34.725,148800.0,14.07,16.75,88.72,0.08239999999999995,0.5,16.2,1460.26,71.4136,25.679,40.9049,62.8246,64.8201,43.2517,0.391,128.03
2012-09-21,35.5,147440.0,13.98,16.79,87.9,0.08625000000000001,0.4299999999999997,16.05,1460.15,71.5474,25.5901,40.8441,62.8428,64.785,43.2517,0.806,130.6
2012-09-24,35.6925,157520.0,14.15,16.59,85.88,0.0771428571428572,0.5000000000000036,15.8,1456.89,71.3558,25.6469,40.7167,62.4578,64.5279,43.243,0.775,129.12
2012-09-25,33.25,162400.0,15.43,17.6,92.79,0.0700000000000001,0.14999999999999858,16.85,1441.59,70.3902,25.5759,40.1712,61.6968,63.8057,42.8861,0.887,125.45
2012-09-26,32.0,149040.0,16.8,18.5,95.05,0.05789473684210515,0.25000000000000355,17.9,1433.32,69.794,25.4657,40.1283,61.1506,63.3477,42.653,0.835,124.06
2012-09-27,34.875,153120.0,14.84,17.07,88.24,0.06444444444444446,0.3100000000000023,16.05,1447.15,70.7008,25.5687,40.4118,61.9385,64.0699,42.9589,0.847,127.56
2012-09-28,34.0075,154720.0,15.73,17.61,90.49,0.05294117647058836,0.46000000000000085,16.51,1440.67,70.1215,25.4692,40.0338,61.3297,63.7617,42.7695,0.951,125.87
2012-10-01,33.1025,151360.0,16.32,17.92,92.51,0.03571428571428571,0.379999999999999,16.85,1444.49,70.323,25.5687,40.327,61.2939,63.9466,42.8933,0.719,128.16
2012-10-02,33.94,152320.0,15.71,17.73,90.25,0.04846153846153838,0.5100000000000016,16.34,1445.75,70.2894,25.654,40.1884,61.464,63.9026,42.988,0.733,127.1
2012-10-03,34.375,147920.0,15.43,17.57,87.56,0.09749999999999999,0.44999999999999574,16.5,1450.99,70.365,25.7678,40.3774,61.9385,64.2196,43.1119,0.832,125.4
2012-10-04,35.04,146400.0,14.55,17.05,83.51,0.0972727272727273,0.44000000000000483,15.9,1461.4,70.684,25.8531,40.6523,62.1176,64.5719,43.5197,0.409,120.39
2012-10-05,35.335,147680.0,14.33,16.93,83.1,0.133,0.509999999999998,15.7,1460.93,70.4489,25.9455,40.9014,61.6431,64.4574,43.578,0.949,123.85
2012-10-08,35.05,152480.0,15.11,17.36,85.85,0.0545238095238095,-0.6899999999999977,17.4,1455.88,70.239,25.8886,40.8241,61.1954,64.1404,43.4979,0.952,122.06
2012-10-09,33.6,152800.0,16.37,18.01,88.53,0.04317073170731706,-0.6999999999999957,18.15,1441.48,69.223,25.6469,40.1712,60.0404,63.3565,43.1701,0.975,121.21
2012-10-10,33.875,149120.0,16.29,18.13,94.36,0.039999999999999945,-0.6699999999999982,17.88,1432.56,69.0635,25.583,40.0424,59.8435,63.0395,42.8861,0.591,120.46
2012-10-11,34.505,152000.0,15.59,17.57,90.74,0.05153846153846158,-0.6400000000000041,17.6,1432.84,69.5841,25.4337,39.7848,59.7897,63.0307,42.937,0.857,120.83
2012-10-12,33.855,146000.0,16.14,17.73,91.87,0.04684210526315783,-0.7300000000000004,17.9,1428.59,68.9123,25.4977,39.7331,59.6734,62.9955,42.6821,1.088,120.97
2012-10-15,35.245,142560.0,15.27,17.11,92.92,0.05428571428571435,-0.7200000000000024,17.17,1440.13,69.5253,25.6612,40.1369,60.2285,63.4622,43.0317,0.947,122.45
2012-10-16,36.095,140480.0,15.22,16.97,90.31,0.04588235294117643,-0.6999999999999957,16.7,1454.92,70.0291,25.7536,40.4204,60.8462,64.1844,43.4178,0.549,122.52
